bus.119.gen,bus.4.gen,bus.6.gen,bus.10.gen,bus.12.gen,bus.15.gen,bus.18.gen,bus.19.gen,bus.24.gen,bus.25.gen,bus.26.gen,bus.120.gen,bus.31.gen,bus.32.gen,bus.46.gen,bus.69.gen,bus.99.gen,bus.116.gen
0.1546,0.3519,2.9164,0,5.2974,0,0.1699,0,0.0984,7.4544,17.6283,12.5843,1.7954,3.0524,16.9127,11.798,1.9253,0
0.2086,0.8541,2.444,0,6.4234,0,0,0,0.1564,7.3482,18.2288,13.2476,1.5682,4.1215,13.7241,14.9083,1.928,0
0.0401,0.6165,1.7882,0,6.4669,0,0.1669,0,1.1763,8.2829,18.5476,14.2924,1.2392,3.3913,12.0474,15.8995,1.7547,0
0,0.3436,4.4316,0.0445,4.8902,0,0.2043,0,1.3955,7.2995,17.1677,15.4887,1.6818,3.6675,11.7056,16.3073,1.5813,0.0492
0,1.7485,6.0206,0.0617,5.518,0,0,0,3.1368,8.1532,15.5568,12.8533,1.3927,4.302,10.4923,16.1629,1.408,0
0,1.5338,5.492,0.1769,5.3974,0,0,0,3.1998,8.5204,14.3518,16.6258,1.8183,2.8824,10.8612,14.7278,1.5653,0
0.1533,1.8392,6.4483,0.8648,5.355,0,0.3952,0,3.2242,8.5916,16.7826,13.135,2.6969,1.7288,10.3624,13.805,1.7227,0.3941
0.259,2.2474,8.883,0.4898,5.445,0,0.5111,0,3.1845,7.8498,15.6463,13.2811,2.0624,2.5079,9.4872,12.8804,1.88,1.2303
0.0741,1.7462,9.5185,0.4811,5.0901,0,0,0,2.9561,10.1336,18.2658,11.7204,1.7924,2.8042,10.3653,11.1825,1.6507,0.8093
0.0475,1.2957,9.5698,0,5.4246,0,0,0,2.5518,10.1964,17.8106,12.981,3.0454,3.6991,9.7931,11.4595,1.4213,0.0394
0.2335,1.8073,9.0029,0,5.6496,0,0.0393,0,2.6392,11.6117,16.7077,13.5736,3.4382,4.4496,7.9667,11.7684,1.192,0
0,1.5791,8.81,0,5.9833,0,0.2233,0,3.5557,12.8403,19.9534,12.975,4.3618,3.8401,6.8128,12.2288,1.7013,0
0,3.352,8.617,0,6.2184,0,0.5036,0,3.751,15.4661,19.2441,14.5179,3.0472,3.6528,7.2984,11.7709,2.2107,0
0,3.3926,5.738,0,5.756,0,1.0566,0,6.0658,17.8485,20.1261,17.4541,2.8382,4.4619,5.5063,11.4711,2.72,0
0.0443,2.5989,5.8118,0,6.6267,0,1.6971,0,6.2651,19.5166,16.2853,18.6526,2.6486,4.1346,6.0962,11.5432,3.4027,0
0.0716,1.71,4.965,0.187,5.9955,0,3.4156,0,6.1401,18.2931,18.2937,19.7591,1.5412,3.1291,6.8426,11.7832,4.0853,0
0.2505,1.1819,4.4285,0.4152,5.6789,0,3.3678,0,4.6421,19.4963,16.4618,21.8359,1.1361,2.4523,9.7421,11.243,4.768,0
0.2775,0.1555,3.7561,1.9728,5.433,0,3.8279,0,3.8657,20.7359,15.0843,21.0903,1.1654,2.4019,11.6431,10.0238,4.2933,0.895
0.1318,0,3.8549,2.9813,6.1989,0,3.9445,0,3.1437,20.5572,14.0524,19.7132,1.366,2.2959,10.9262,11.4123,3.8187,1.7461
0.1798,0.3818,4.9782,2.8806,4.6438,0,3.3288,0,1.8393,22.2652,12.1402,19.4182,2.2268,1.848,13.1846,10.1195,3.344,2.8853
0,0.0349,5.5843,2.3882,5.44,0,3.7055,0,1.3599,22.0114,11.8208,18.4061,3.5981,1.6897,14.5651,8.9957,3.5493,2.5304
0.0072,0.3006,5.0199,3.3917,5.446,0,3.5827,0,0.2816,21.9559,11.5825,17.7118,4.4584,1.6095,15.0802,9.0681,3.7547,2.4437
0.2251,0.3723,5.1614,3.1034,6.1045,0,3.8332,0,0.2727,23.1293,10.6241,16.2038,5.221,1.4754,14.2566,9.9867,3.96,1.78
0,0.2343,4.662,1.794,6.4797,0,3.5108,0,0.1673,20.7904,11.1231,16.3352,5.722,1.8816,15.2642,11.5297,3.3813,1.7161
0,0.7849,4.8546,1.9323,6.5872,0,5.2526,0,0.5894,22.0827,8.4187,12.9002,5.1083,1.6914,16.0359,12.7624,2.8027,1.6709
0.1681,1.3644,3.6555,2.1327,5.2826,0,4.1688,0,0.9055,19.6221,7.9537,15.2179,5.582,1.5446,16.7295,14.2743,2.224,1.5307
0,1.9876,2.3068,1.5766,3.3749,0,4.584,0,0.9934,19.8634,8.7669,13.4305,5.0392,1.7395,16.158,13.3599,2.024,2.2194
0,1.4766,2.5444,1.111,2.7578,0,4.6696,0,0.8312,18.5594,8.2896,13.54,4.1451,1.5529,15.6883,13.7207,1.824,1.7811
0,1.2904,2.4023,1.3842,2.6207,0,3.9964,0,0.8171,16.6816,8.4034,11.8101,4.3805,1.6539,14.2693,14.7413,1.624,1.4843
0.0928,1.3673,2.0049,1.9204,1.9212,0,4.7841,0,1.0637,14.7481,9.2243,12.4907,4.3231,1.1504,13.4056,14.8048,1.744,1.5616
0,1.1283,1.9047,2.0208,2.1628,0,3.325,0,1.3626,14.9344,9.9232,12.2022,4.9242,0.9058,10.1568,16.3624,1.864,2.4776
0.0893,1.613,3.4199,1.8032,2.0203,2.7204,2.9644,0,2.0452,13.852,9.0665,9.5324,4.971,0.7832,9.0643,15.7938,1.984,2.9798
0,1.7146,4.086,3.0493,1.682,2.6824,2.3883,0,2.4908,13.1059,9.8759,9.8129,5.1142,0.6948,8.7676,15.2814,2.1573,3.4346
0,2.1411,5.3351,3.0063,1.6617,1.6478,2.0675,0,2.9934,13.9369,9.8308,10.3438,4.9667,0.6394,8.941,14.7206,2.3307,3.4106
0,2.3685,6.1721,2.6359,1.4477,1.0435,2.0097,0,4.5494,17.0781,9.4541,8.6187,5.5588,0.5606,7.876,14.5712,2.504,3.1602
0,1.7357,5.9441,2.8691,1.2926,0.6111,1.422,0,4.9057,15.0283,9.6455,9.5549,6.663,0.781,7.2807,13.2079,2.36,2.827
0,2.1417,5.6737,2.406,1.1014,0.2986,1.4436,0,6.1202,13.1897,10.7741,8.4946,7.8091,0.814,6.3685,12.266,2.216,1.5312
0.5455,1.7918,6.2283,1.6557,1.0172,0,2.1177,0,6.1226,13.6543,9.7106,7.7457,7.6314,0.6479,6.8307,10.7355,2.072,0.6616
0.7843,1.6532,6.8816,0.8903,1.0664,0,2.5106,0,5.7261,11.5273,10.1797,9.647,6.4295,0.2524,6.9652,10.5436,2.0853,0.5279
1.6068,1.3783,4.9595,0.4005,0.7847,0,3.3605,0,5.5793,13.8461,10.1762,8.5122,5.5388,0.3349,7.048,10.0928,2.0987,0.4548
1.8345,1.533,4.0091,0.1465,0.6608,0,3.0452,0,5.0076,13.7994,10.2084,9.6307,4.7521,0.3549,6.4577,10.5074,2.112,0.6145
1.6471,1.5693,4.7159,0.1672,0.5856,0,4.1516,0,4.6686,10.5582,9.5863,11.2654,4.4093,0.0373,8.0943,11.842,2.0933,0.4143
2.046,2.0169,2.6875,0.2376,0.4256,0,6.2402,0,3.3273,11.5719,9.4439,9.7735,2.9195,0.0491,11.3372,11.9664,2.0747,0.8204
1.4647,1.8556,2.2625,0.8137,0.2791,0,7.3453,0,2.8977,11.6649,7.7747,10.726,1.7691,0.1746,11.6322,13.5562,2.056,1.7971
0.6542,2.166,1.7655,1.6401,0.1991,0,7.0227,0,2.7084,9.9394,7.8884,10.7304,1.9234,0.2641,11.8597,13.4668,2.1467,2.2436
0.2436,1.5307,1.8152,2.6304,0.1042,0,6.5511,0,2.7261,9.3067,7.9889,10.6497,1.2521,0.1837,10.268,15.1457,2.2373,2.5338
0.2541,1.8384,1.8352,3.0134,0.1032,0,5.4622,0,2.1684,9.165,7.8655,8.9267,1.718,0.1377,11.2122,13.9985,2.328,3.6897
0,1.3751,2.0661,3.6058,0.0281,1.7622,3.9434,0,1.2292,8.1163,7.1618,8.416,1.716,0.3109,10.3506,15.7925,2.1387,3.4128
0,1.5212,3.0571,3.8056,0.0276,2.1649,3.8424,0,1.0325,7.0833,6.3318,6.8596,1.9472,0.043,8.8429,17.1641,1.9493,3.4618
0,1.6338,3.2816,4.5396,0,1.4473,2.8582,0,0.8266,6.7924,5.5419,6.265,1.9346,0.5716,7.8989,17.652,1.76,3.84
0,3.1291,3.3594,0.2234,1.1047,2.0455,0.4365,0,2.5118,8.3146,3.8162,7.1919,4.541,0.2269,6.8319,18.1852,2.8053,1.2701
0,3.6085,3.8029,0.3686,1.2995,1.0402,1.1459,0,2.4085,7.7851,2.4683,7.9913,4.4022,0,7.8283,16.3891,3.8507,0.7543
0,3.7488,3.1529,0.1228,1.1155,1.4903,0.7522,0,2.2385,8.3767,1.4011,8.5519,4.5926,0.1308,8.7792,14.8236,4.896,0.1203
0,3.7756,3.3571,0,1.4,1.1132,0.4335,0,2.1675,9.8235,0.6666,9.7535,4.9277,0.2113,11.5929,14.4407,4.936,0
0,3.5143,3.779,0,1.3889,1.511,0.787,0,2.4943,9.9153,0.7767,10.6151,5.0332,0.168,13.5352,14.4111,4.976,0
0,3.216,4.4094,0.2898,2.6668,1.8751,0.8996,0,2.8564,9.1201,1.0657,11.4345,4.3187,0.2193,14.3035,15.4927,5.016,0.0274
0,3.5275,4.8162,0,3.786,2.338,0.7379,0,3.1836,9.018,1.9969,10.2066,3.5017,0.1818,13.8328,15.7007,5.6427,0.196
0,3.6661,4.9674,0,4.729,2.5452,0.546,0,3.681,8.8279,2.614,9.2699,3.3141,0.2272,13.1052,16.3599,6.2693,0
0,4.1762,5.4868,0,4.5456,1.6645,0.4958,0,3.6502,9.3742,3.473,8.5665,3.1791,0.3411,11.8749,17.8541,6.896,0
0.1935,3.9565,6.346,0,4.5604,1.2865,0.7303,0,3.8865,9.8409,3.6263,8.4346,2.7161,0.1778,12.248,17.9496,7.4,0.055
0,3.472,6.4771,0,5.1195,1.3904,0.514,0,4.2894,8.696,4.3007,9.101,2.8838,0.4806,13.5462,17.0636,7.904,0
0.0219,3.261,6.1678,0,5.4257,1.0063,0.7118,0,4.8837,9.6322,4.5186,9.4324,2.5064,0.3174,14.2877,16.455,8.408,0.0328
0.0728,3.745,6.4741,0,6.3788,0,0.9506,0,4.8283,9.5661,5.283,9.1018,2.3219,0.4483,14.8332,16.93,8.8507,0
0,5.1328,6.2731,0,6.9455,0,1.7322,0,5.3981,9.8863,4.3833,8.6569,2.2093,0.4639,16.0305,16.0952,9.2933,0
0,5.6996,6.7415,0,6.8374,0,2.0488,0,6.4172,9.0671,4.8263,9.5594,1.3776,0.8666,14.9608,17.078,9.736,0
0,5.2531,6.1227,0,6.797,0,2.3819,0,6.6057,9.5523,5.3572,9.7596,1.0159,0.6654,14.3879,16.5171,9.8053,0.0434
0,5.6888,6.5826,0,5.645,0,2.4665,0,7.6186,8.9439,6.7487,9.0057,0.927,0.7779,14.1346,14.8992,9.8747,0
0,5.8928,6.1164,0,5.4515,0,3.2224,0,7.0864,9.2256,7.1889,8.5125,0,1.0567,13.9953,14.6686,9.944,0
0,5.5299,7.9051,0.1252,5.6036,0,3.2767,0,7.0154,9.4552,7.3066,9.0729,0,1.1332,12.4805,14.7005,9.8587,0.8548
0,5.8687,8.0384,0.3804,5.8784,0,1.8521,3.6647,7.1671,8.0359,7.3638,9.5712,0,1.4963,12.3719,13.9041,9.7733,0.9089
0,6.1655,7.5901,1.0039,5.8858,0,2.6872,3.3689,7.1045,7.7054,7.9267,10.513,1.0011,1.044,11.9228,13.4841,9.688,1.1414
0.0837,5.9757,7.6258,1.4077,5.6198,0,2.7183,2.9068,7.1123,6.0003,8.183,12.5595,1.601,1.3422,11.6382,13.4886,9.4347,1.1602
0,5.6371,6.4552,1.8462,5.8918,0,2.5572,3.3323,6.7425,5.6385,8.7642,13.6279,1.9128,1.4933,11.7772,12.8966,9.1813,1.7298
0,5.193,6.4761,1.5846,6.0179,0,1.5275,4.1124,6.671,5.0751,9.8397,13.4468,3.1539,1.8617,12.4666,11.937,8.928,1.8183
0,5.2454,6.6352,1.9602,5.6218,0.3026,1.553,3.362,6.4962,5.4156,10.7645,14.0319,3.3404,1.7547,12.3416,11.138,9.1413,1.9949
0,4.8546,7.5767,1.4639,6.1222,0.5711,1.7308,4.7327,6.2763,5.5359,10.3924,13.8809,3.3788,1.4461,12.6593,10.3781,9.3547,1.7349
0,5.1258,7.9348,1.0992,6.5672,0.2254,2.0323,4.7362,5.7329,5.5566,11.0181,13.7167,3.6793,1.6931,11.9326,10.873,9.568,1.5879
0,5.8179,8.1992,1.3628,6.6083,0,2.4448,3.8078,4.918,5.203,10.8665,12.9877,4.0242,1.5857,11.7976,11.3153,9.272,1.5787
0,5.9066,8.1555,1.3245,7.2935,0,1.9432,4.2679,4.4101,5.1803,10.9827,12.5596,3.1662,1.651,11.9315,11.3408,8.976,1.4104
0,5.2181,9.103,1.3305,7.3052,0,1.834,4.2651,4.9963,4.2389,12.3445,12.4459,2.5717,1.2972,10.8871,11.1465,8.68,1.5461
0,4.2998,10.2481,1.3823,7.0153,0.3504,1.7824,4.0369,5.2942,3.4175,11.0191,12.9518,2.5288,1.5211,8.9591,10.6095,8.1547,1.119
0,3.7764,10.7014,1.3091,6.7988,1.0126,2.2154,3.9701,4.6891,2.8907,11.9373,10.1613,2.4978,1.8822,8.2376,9.1624,7.6293,1.2987
0,2.7686,11.7891,0.8101,7.523,1.5605,0.9104,3.7895,3.6202,2.9112,11.4128,9.9543,2.5499,1.773,7.3977,8.7697,7.104,1.006
0.2075,2.9975,12.2297,0.9665,6.7014,1.432,0.748,2.916,3.5057,3.8214,10.9503,10.4331,2.8421,3.2949,5.78,8.4261,7.2187,1.1768
0.0779,2.2134,12.5455,0.8968,6.5442,1.6993,1.4623,3.712,2.5642,4.1386,11.6753,10.9635,2.8572,2.5425,5.3618,7.9547,7.3333,1.1028
0.0417,1.272,14.4428,1.2331,6.2914,2.0334,1.8891,3.5363,2.0634,4.1499,12.4391,10.7308,2.9206,2.1364,4.8898,7.0178,7.448,1.1075
0.0867,0.5941,17.1475,1.3381,6.2529,2.1926,1.9327,3.544,1.3764,4.4133,10.951,10.8055,2.376,2.4355,4.6973,7.4535,7.7653,0.9737
0.1902,0,18.5959,1.1992,6.6654,2.1045,1.6015,3.2739,0.692,4.8494,10.097,11.9371,2.4153,2.0942,4.3805,7.5669,8.0827,1.2838
0.0351,0.1704,19.4756,2.4019,6.0705,1.5858,1.5667,3.1725,1.0784,5.6644,10.4018,11.131,2.515,1.7866,3.8215,7.5597,8.4,0.8859
0,0.0394,19.144,2.2932,4.9001,1.4233,1.5748,2.6696,0.5286,5.7762,9.7575,12.4779,2.6282,1.6541,3.2127,7.1239,7.856,1.3658
0,0,19.2646,2.4408,3.9019,1.3602,1.5306,1.9628,0.249,5.7166,8.2675,13.9334,2.4079,1.913,2.4805,6.824,7.312,1.5628
0,0,20.5663,2.0556,3.424,1.1579,1.1233,0,0,6.083,7.7829,15.9155,2.0163,0.9354,2.3229,6.5161,6.768,1.1626
0.012,0,21.6075,1.9307,2.9055,1.7148,1.2942,0,0,6.2888,7.4965,14.8893,2.3847,0.6851,1.7193,6.804,7.3893,1.1237
0,0,23.9701,1.6019,2.8784,0.7223,0.3507,0,0,6.0888,7.0039,14.4451,2.9635,1.3336,2.1454,5.8785,8.0107,1.2684
0.0297,0,24.9737,1.0886,2.8419,0.9996,0,0,0,6.196,6.7765,13.317,3.6717,1.6124,1.9974,5.8886,8.632,1.0516
0,0,27.2377,0.917,2.0694,1.312,1.19,0,0,6.9812,7.3815,10.333,4.3982,1.8029,2.9854,5.8815,11.352,1.3272
0,0.0473,28.4954,0.7298,2.1362,1.4155,0.9765,0,0,7.5711,8.0264,10.3492,4.1584,1.833,4.7745,5.6425,14.072,1.0337
0.2551,0.6144,29.5447,0.7932,2.5739,0.8596,1.187,0,0,6.9378,8.2341,10.222,4.7475,1.8855,6.3579,5.5212,16.792,0.8282
0.0397,1.6785,29.5163,0.8387,2.3735,0.8707,1.1192,0,0,7.8353,7.1613,9.0462,4.4698,1.5645,6.3048,4.6932,15.44,0.6857
0,2.1943,29.2216,0.7644,1.9544,0.3883,1.1815,0,0.2198,7.484,7.0532,8.28,5.195,1.4559,5.7522,4.3084,14.088,0.3799
0,2.6331,28.0452,0.0963,1.1344,0.0101,1.386,0,0.2791,7.9039,6.9624,8.7251,4.7147,2.2204,5.1517,3.9174,12.736,0.2886
0.3128,2.2795,27.6503,0,0.451,0,0.6839,0,0.7407,8.2389,6.6485,9.0889,5.097,2.5464,5.712,4.4461,11.5973,0.3796
0.084,2.3978,28.1744,0.2418,0,0,0.9582,0,1.2836,7.7749,6.1396,8.8046,5.1492,2.4382,6.0915,4.8585,10.4587,0.6864
0.1005,2.8175,26.2343,0.3359,0,0,0.6594,0,1.7798,7.3712,6.6474,9.706,4.6685,2.7877,6.2803,5.5305,9.32,0.971
0.0065,3.5111,28.1172,0.2628,0,0,0.3315,0,2.559,7.4064,6.1525,8.5594,4.2879,3.1401,6.2895,5.5344,9.2587,1.2225
0,3.6597,28.9543,0.6812,0,0,0.3465,0,3.0094,6.7153,5.8515,8.7058,4.2689,3.0392,6.5175,5.5529,9.1973,1.5693
0.073,4.3178,29.2907,1.4459,0,0,0.5757,0,2.3817,5.0883,6.499,7.3269,5.2253,2.8267,8.6359,5.2098,9.136,1.4653
0,4.8388,26.9789,1.5485,0,0,0.3452,0,2.4205,4.8147,6.5576,8.2103,4.8702,2.8065,10.0872,5.0472,9.104,1.3843
0,4.8658,24.964,1.0165,0,0,0.801,0,2.1982,4.017,7.1786,9.1229,4.4423,2.864,12.1172,4.6274,9.072,1.2428
0,4.264,24.449,0.7237,0,0,0.6313,0,2.2105,4.0533,6.8128,10.314,3.9169,2.4087,12.4925,5.2417,9.04,1.4874
0,3.848,22.2464,0.6883,0,0,0.6755,0,1.9643,3.4083,7.4687,10.8578,3.1151,2.5834,11.1921,5.5707,9.1947,1.6105
0,3.2069,21.3091,0.9437,0,0,0.8908,0,1.774,2.9657,7.2639,10.1332,2.8219,2.6743,9.4131,5.8448,9.3493,2.2112
0,2.6598,20.9022,1.4603,0,0,0.7941,0,1.7732,1.9944,6.6225,9.5482,2.8489,2.6973,9.1537,5.2431,9.504,1.9789
0,3.2981,20.3917,1.8108,0,0,0.1392,0,1.6278,1.82,6.2483,8.9614,2.8938,2.5637,9.2252,4.407,10.0827,2.1896
0,3.6501,16.9798,1.2829,0,0,0.7186,0,1.7647,1.7163,6.2909,10.2476,3.4582,2.3819,8.0977,4.5799,10.6613,2.308
0,3.6304,18.0145,0.7548,0,0,0.5987,0,2.1612,1.7907,6.8231,8.8743,2.9989,1.8405,7.5361,3.7037,11.24,2.6502
0,3.8579,15.0709,0.6376,9.3809,0,0.3208,0,2.1474,1.6645,5.6644,7.6569,2.8921,1.2193,7.8769,3.2996,9.9173,2.2712
0,4.4278,16.4708,0.8334,9.6348,0,0.0213,0,2.828,1.6526,5.6396,7.7815,3.6807,1.2626,7.1836,3.2282,8.5947,1.8994
0,4.3009,19.0729,0.9042,7.7847,0,0.3342,0,2.6978,1.5894,5.842,8.8961,4.4902,1.23,7.16,2.9202,7.272,1.9052
0,3.8391,21.6037,0.8293,6.819,0,0.2995,0,2.5506,1.5741,4.3622,7.9629,5.0578,1.2924,6.4298,2.7406,8.4453,1.5232
0,3.9391,22.2831,0.9051,5.837,0,0.4236,0,2.4347,1.2913,3.8821,7.8076,5.1628,1.3039,5.0882,3.1204,9.6187,1.162
0,4.0603,21.9669,1.1056,6.7636,0,0.8261,0,2.4742,1.2432,3.1625,6.8077,4.9418,1.153,4.0676,2.4912,10.792,1.3335
0,3.8534,22.1351,0.9389,8.1571,0,1.0159,0,2.697,0.9651,2.7205,6.0154,4.6622,0.8817,4.0924,2.3277,12.3493,1.3202
0.0188,3.6193,22.7986,0.1402,8.5356,0,0.8817,0,3.0059,0.7695,2.995,5.8689,4.3173,0.7151,4.7499,1.2971,13.9067,1.4554
0,3.1195,23.1531,0,7.9547,0,0.6432,0,2.8035,0.5303,3.6861,5.6009,4.5577,0.7292,5.4115,0.9639,15.464,1.4002
0.0645,2.2939,21.3522,0,7.6514,0,0.452,0,2.6664,0.7012,4.3292,6.4854,4.2485,0.9659,5.8637,1.1328,15.6827,1.5649
0.1407,2.2589,18.8267,0,7.1177,0,0.4273,0.5939,2.3452,0.9206,4.2151,7.2096,3.9384,1.4648,7.5432,1.2454,15.9013,0.7426
0.3137,2.3673,17.773,0,6.863,0,0.2413,0.4573,3.0691,0.9379,4.1854,7.7301,3.3833,1.4311,8.4785,0.9773,16.12,0
0.6679,2.6438,16.8512,0,6.0716,0,0.5651,1.0705,3.9009,0.6827,3.4751,6.9669,3.2363,0.8895,8.6468,0.8577,15.1867,0.001
0.4399,3.3016,14.4725,0,4.8948,0,0.9394,1.7067,4.9203,0.6305,3.5162,7.8344,2.5181,0.3036,8.9024,0.4653,14.2533,0
0.8614,2.8675,14.4267,0.0184,4.7708,0,0.8961,1.928,5.4887,0.6861,3.027,6.4127,2.076,0.0244,8.7182,0.9449,13.32,0.0178
0.2881,2.973,15.7056,0,4.875,0,0.9267,2.576,6.1402,1.5563,2.6154,5.4928,2.7145,0,7.722,0.6791,13.5813,0
0.2086,2.9816,18.1185,0,5.8528,0,0.5652,2.6456,6.4288,1.4358,2.7312,4.4752,2.4373,0,6.8351,0.6491,13.8427,0
0,2.9641,19.513,0,5.648,0,0,2.6145,6.6456,1.5407,3.6997,4.8531,2.347,0,6.2414,0.3979,14.104,0
0.2814,3.12,21.3738,0,5.1519,0,0.3438,3.2509,6.557,0.8194,4.0394,4.3959,2.2215,0,5.9433,0.4481,13.3493,0.0223
0.5008,2.9317,21.0518,0,6.7143,0,0,4.0132,5.9515,0.8534,4.5432,4.1432,2.0642,0,5.983,0.722,12.5947,0
1.0567,2.6406,22.498,0,7.3247,0,0.282,4.8976,6.3498,0.159,3.8815,3.5538,2.3386,0.001,5.5054,0.4871,11.84,0
1.2649,2.4975,23.6844,0,7.0421,0,0,5.1119,5.528,0.0021,3.1694,1.6412,1.5977,0,5.3691,0,11.28,0.0672
1.3861,1.8892,21.2236,0.2582,6.2651,0,0.2686,5.2012,4.9433,0.5096,3.5704,1.3289,1.4877,0,4.5931,0,10.72,0.0498
2.0953,1.1958,20.5425,0.2371,5.6501,0,0.0919,5.3494,3.8709,0.7549,2.8926,0.7525,1.0433,0.161,3.8011,0.4897,10.16,0.0462
2.2756,0.7197,20.5309,0.0725,5.3029,0,0.0907,5.2948,3.2897,1.094,2.323,0,1.3313,0.1218,3.7973,0.5277,10.824,0.0664
2.0156,0.2276,19.0799,0,5.4132,0,0.0222,6.026,3.1026,1.1686,1.7025,0,1.4843,0.4081,4.0516,0,11.488,0
1.2895,0.3114,19.3159,0,4.5473,0,0.7756,4.9351,2.6736,1.3986,1.2567,0,1.7692,0.3396,3.7882,0,12.152,0.1655
0.9529,0.1959,21.935,0,4.1879,0,0.0052,4.8445,1.9932,0.5995,0,0,0.5899,0.0652,3.6494,0.6806,12.4827,0
0.6983,0,22.0038,0,3.3871,0,0.2146,4.1785,1.5443,0.1567,0,0,0,0.174,3.9588,0.5161,12.8133,0
0.4095,0.1891,19.7551,0,2.6421,0,0.4319,4.4616,1.185,0.1068,0,0,0,0.2543,4.0391,0.4912,13.144,0
0.3253,0.352,19.4826,0,1.7923,0,0.321,3.6613,0.9198,0.1605,0,0,0,0.427,4.627,0.4319,12.6853,0
0.1796,0.5343,19.0899,0,1.124,0,0,3.1951,1.0816,0.2546,0,0,0,0.4162,4.5957,0.5648,12.2267,0
0.0052,0.6289,17.2342,0,0.9667,0,0,3.0257,1.1041,0.2414,0,0,0.6884,0.2747,4.9723,0.4291,11.768,0
0.1477,0.9741,14.4291,0,0.7141,0,0,2.8584,0.8697,0.19,0,0,0.4499,0.2026,5.4622,0.579,11.2347,0
0.0534,1.0988,11.7603,0,0.4628,0,0,2.5623,0.8348,0.0974,0,0,0.5513,0.2804,5.8829,0.5986,10.7013,0
0.0975,0.9264,9.5167,0,0.0844,0,0.141,2.6263,0.855,0.0866,0,0,0,0.2887,6.2415,0.6251,10.168,0
0.0944,1.6457,9.5575,0.2134,0,0,0.7829,2.0596,1.1078,0,0,0,0,0.0698,6.146,0.8276,10.0027,0.0861
0.2957,1.5535,10.1778,0,0,0,0.3163,2.5899,1.6474,0.0162,0,0,0,0.1294,5.9349,1.0311,9.8373,0
0,1.6862,12.1575,0,0,0,0,1.8023,1.7746,0,0,0,0,0.0884,5.7696,1.515,9.672,0
0.4371,1.542,12.4183,0,0,0,0,1.9525,2.2559,0,0,0,0,0.1295,5.6904,1.2952,9.3867,0
0.4648,2.0393,11.8354,0.0721,0,0,0.3407,2.126,3.0225,0,0,0,0,0.3462,5.609,0.7819,9.1013,0.0107
0.9444,2.23,12.4367,0,0.0425,0,0,2.058,3.6456,0,0,0,0,0.2578,5.4129,0.5479,8.816,0
1.5219,2.8399,10.2911,0,0.0084,0,0,2.7984,3.8474,0.0496,0,0,0,0.4005,5.4796,0.6442,8.6213,0
2.5584,2.9925,9.7283,0,0.0903,0,0.0474,2.008,3.855,0,0,0,0,0.4255,5.3974,1.0837,8.4267,0
3.9967,2.9916,10.2392,0,0.1801,0,0.1144,0,4.502,0.0225,0,0,0,0.2462,5.4833,0.7155,8.232,0
6.3632,3.3968,9.1594,0,0.0824,0,0.0678,0,4.5769,0.0786,0,0,0,0.2815,4.9777,0.9638,7.56,0
7.3658,3.3573,9.145,0.0801,0.3775,0,0.4196,0,4.5408,0.1048,0,0,0,0.2183,4.8564,0.8157,6.888,0.1232
8.2835,3.1548,10.0373,0,0.3524,0,0.6902,0,4.2352,0.0395,0,0,0,0.1498,5.008,0.8633,6.216,0.0471
8.6124,3.5427,8.8646,0,0.7273,0,0.1262,0,4.9729,0,0,0,0,0,4.945,1.0969,5.9467,0
9.3746,4.0384,6.511,0,0.7586,0,0,0,6.152,0.0948,0,0,0,0.2613,4.6622,1.062,5.6773,0
9.4583,4.4471,5.1281,0,0.7868,0,0.1504,0,7.1761,0.0957,0,0,0,0.1379,4.271,1.2904,5.408,0
9.3461,4.7682,5.2712,0,0.5637,0,0.2839,0,7.7758,0,0,0,0,0.0011,3.4215,1.4795,5.3467,0
8.1607,5.5075,5.9143,0,0.3813,0,0.0966,0,7.8317,0.033,0,0,0,0.1706,3.1457,1.6385,5.2853,0
8.0369,5.3284,6.4304,0,0.3367,0,0,0,7.9394,0.0341,0,0,0,0.1274,2.2181,2.3716,5.224,0.026
7.4577,4.7017,6.6851,0,0.6544,0,0.174,0,8.1778,0.0454,0,0,0,0.0094,2.0508,2.5799,4.992,0
7.1848,4.7258,5.8587,0,1.2198,0,0,0,7.7078,0.0954,0,0,0,0.077,2.8755,2.4785,4.76,0
7.0352,4.767,5.253,0,1.54,0,0,0,7.597,0,0,0,0,0,3.553,2.1279,4.528,0.0373
6.8696,4.8286,5.1552,0,1.7655,0,0.0313,0,8.0398,0.0192,0,0,0,0.194,3.6909,1.6271,4.1893,0.1296
7.1906,4.258,5.6649,0,1.8431,0,0,0,8.678,0.0515,0,0,0,0.1236,3.56,1.4218,3.8507,0
6.6576,4.0691,6.5644,0,1.8076,0,0,0,8.2668,0.2907,0,0,0,0.0103,3.3393,2.2259,3.512,0
6.4598,3.9127,6.1311,0,1.5263,0,0,0,7.8376,0.2297,0,0,0,0.0376,3.355,2.4064,3.472,0
5.8771,3.7077,5.2843,0,1.9066,0,0.0033,0,7.4051,0.2557,0,0,0,0.1599,3.4238,2.2509,3.432,0.2861
4.8456,3.4215,5.0909,0,2.4137,0,0,0,7.0387,0.1863,0,0,0,0.134,3.2932,2.2706,3.392,0.5303
