bus.119.gen,bus.4.gen,bus.6.gen,bus.8.gen,bus.10.gen,bus.12.gen,bus.15.gen,bus.18.gen,bus.19.gen,bus.24.gen,bus.25.gen,bus.26.gen,bus.120.gen,bus.31.gen,bus.32.gen,bus.34.gen,bus.36.gen,bus.40.gen,bus.42.gen,bus.46.gen,bus.49.gen,bus.121.gen,bus.55.gen,bus.56.gen,bus.122.gen,bus.61.gen,bus.62.gen,bus.65.gen,bus.66.gen,bus.69.gen,bus.70.gen,bus.72.gen,bus.73.gen,bus.74.gen,bus.76.gen,bus.77.gen,bus.80.gen,bus.85.gen,bus.87.gen,bus.89.gen,bus.90.gen,bus.91.gen,bus.92.gen,bus.99.gen,bus.100.gen,bus.103.gen,bus.104.gen,bus.105.gen,bus.123.gen,bus.110.gen,bus.111.gen,bus.124.gen,bus.113.gen,bus.116.gen
23.8571,28.9405,0,75.9248,18.8297,26.2844,7.0307,27.6409,24.9554,30.4697,43.7891,43.9314,32.9049,28.2907,16.5035,114.572,0,121.273,0,36.6818,11.5113,83.5479,0,162.195,94.2854,0,119.169,44.6899,0,23.4616,140,80.3589,0,0,0,0,54.9494,87.5491,0,86.8092,0,0,79.1621,11.0923,191.557,87.3636,83.1953,46.9835,87.1679,0,0,0,93.2592,20.3864
26.4003,30.1104,0,76.4185,22.3524,30.0231,5.5682,24.6001,22.5978,32.0873,43.688,43.5496,31.2471,24.6983,19.8829,115.338,0,118.939,0,32.6232,11.6517,80.7192,0,162.161,94.3459,0,116.798,45.0348,0,25.4501,140,78.7312,0,0,0,0,54.9926,88.0305,0,82.2661,0,0,79.8705,11.7823,186.382,88.3211,76.9963,47.2407,84.102,0,0,0,94.0314,23.9965
25.6965,31.354,0,75.1885,26.1922,26.9558,9.6229,26.1068,20.4767,34.1063,40.9524,47.8467,35.4107,26.0449,19.8201,113.875,0,113.226,0,33.3956,11.2332,73.3884,0,160.528,93.5176,0,111.186,44.3056,0,27.7813,140,74.2661,0,0,0,0,56,85.9084,0,81.865,0,0,77.6017,10.4955,183.75,86.3071,75.2258,48.9006,81.9132,0,0,0,93.2692,20.1351
26.0508,29.5618,0,75.0907,21.9814,31.1303,7.7413,26.2884,18.6157,30.2459,39.6549,46.2331,39.8904,22.0442,21.0372,112.735,0,121.236,0,35.0152,11.4141,71.1673,0,161.984,93.9997,0,108.737,43.8366,0,29.6933,140,73.0312,0,0,0,0,53.2277,86.9982,0,80.3654,0,0,78.5294,12.9523,178.059,86.7974,72.3233,46.3851,83.6299,0,0,0,92.2706,24.7434
23.5028,25.8712,0,75.018,18.8749,28.7383,8.2351,26.6496,18.0101,30.6984,34.1416,44.644,42.1509,20.7692,23.3418,111.724,0,111.518,0,30.3254,11.1019,74.3,0,161.443,97.7231,0,106.073,43.7146,0,27.3788,140,76.6449,0,0,0,0,53.6399,86.4063,0,84.937,0,0,75.9731,10.9087,179.089,86.2279,75.8216,46.6165,86.8237,0,0,0,91.8863,23.4566
27.2179,21.4612,0,74.4027,21.2992,27.2846,5.9275,23.1514,15.0704,32.8686,36.4776,47.1253,42.9538,22.534,20.9066,111.312,0,104.979,0,35.7572,10.8442,71.4759,0,156.66,101.429,0,106.014,43.2697,0,30.0594,140,81.5622,0,0,0,0,53.9893,85.9098,0,81.2146,0,0,76.8199,14.0123,176.963,85.307,81.0941,46.2167,89.8459,0,0,0,90.994,26.0557
28.167,20.8782,0,74.0392,18.2369,25.5552,9.619,24.8769,12.1298,38.7116,35.8504,42.2697,45.2378,20.9734,18.6295,110.328,0,108.039,0,37.4405,10.8688,73.1262,0,155.688,102.151,0,106.403,43.2979,0,32.3366,140,81.2388,0,0,0,0,53.3266,84.8873,0,83.202,0,0,76.5154,15.3669,177.048,84.4606,79.7831,45.6003,87.99,0,0,0,89.987,25.1861
19.5344,20.5837,0,75.8881,15.6986,24.5481,13.1672,22.055,9.8251,31.2844,35.4372,38.7106,46.9094,27.6046,16.4171,113.443,0,111.923,0,30.026,11.2799,79.4727,0,161.697,106.892,0,109.023,44.7824,0,36.8143,140,85.6181,0,0,0,0,54.6114,87.579,0,85.8846,0,0,78.8235,12.0355,182.432,87.2066,82.5031,46.6445,91.2357,0,0,0,92.3225,18.7247
24.342,21.5996,0,74.3249,16.0382,27.8402,11.9825,26.4876,9.6318,29.1083,31.5769,40.0485,46.7965,25.2489,14.5473,111.923,0,110.367,0,34.9553,11.2593,84.9752,0,160.957,111.531,0,106.898,43.7286,0,33.3191,140,83.8047,0,0,0,0,53.4986,86.4819,0,91.1108,0,0,77.5623,13.4156,178.67,85.8608,81.426,45.8274,88.9374,0,0,0,91.4756,18.2094
25.774,25.5414,0,73.8791,16.0294,26.7831,13.0004,25.4433,9.2794,26.7546,35.2066,42.1892,43.6477,25.2362,10.419,109.371,0,98.7617,0,37.3227,11.552,88.1325,0,157.743,114.452,0,109.283,43.5124,0,38.8696,140,82.9607,0,0,0,0,52.7811,82.9494,0,95.7878,0,0,76.5372,16.4691,177.804,82.3124,77.8559,45.473,90.3755,0,0,0,87.9499,15.6093
21.6369,21.5073,0,74.1813,19.8142,23.2093,13.1967,23.7521,8.4824,28.3594,34.7816,44.1817,43.155,26.2432,9.2343,111.73,0,108.436,0,33.0325,11.4721,91.1428,0,163.348,113.335,0,107.898,43.6244,0,35.1732,140,83.8438,0,0,0,0,52.9467,85.0461,0,93.2661,0,0,76.8206,16.9687,174.684,85.5206,81.8738,44.5714,91.2388,0,0,0,90.3104,15.6878
17.2995,22.641,0,75.4775,17.4565,23.9572,8.7818,24.3322,7.8179,26.6309,32.9117,42.7114,41.2675,22.0207,8.0191,113.882,0,114.883,0,33.4045,11.6405,92.3385,0,165.571,113.356,0,110.482,44.0449,0,37.1107,140,84.267,0,0,0,0,54.1393,85.9408,0,93.5864,0,0,77.8804,17.0306,172.812,87.7047,82.8472,45.5515,90.9758,0,0,0,93.7155,18.2673
19.3705,19.6257,0,76.6319,15.3865,24.0142,6.8344,21.3729,6.7392,22.8913,38.4564,43.6517,35.1064,22.4044,9.1243,113.972,0,122.211,0,35.3234,11.5751,92.9176,0,165.672,109.711,0,110.705,43.9529,0,33.2945,140,84.4681,0,0,0,0,53.8809,93.8185,0,98.9418,0,0,78.6727,20.5984,173.383,88.0984,83.5191,47.35,92.6516,0,0,0,93.6911,16.4613
16.0333,20.8585,0,76.4146,16.3602,23.5823,5.6399,19.6689,7.1505,22.5978,40.1711,45.3644,35.0338,22.0962,9.4394,114.647,0,118.176,0,34.7305,11.7422,93.905,0,167.559,107.751,0,111.524,43.9905,0,34.9896,140,84.9826,0,0,0,0,54.099,95.7937,0,101.69,0,0,79.2121,20.2578,174.552,88.5927,84.3842,48.9809,93.0508,0,0,0,94.1983,15.5926
16.9108,19.8849,0,76.9477,12.7766,26.6221,7.1416,19.2302,5.5152,21.4376,38.9678,49.7067,34.2142,17.111,10.7861,117.154,0,107.418,0,31.4473,11.9987,96.1682,0,172.423,108.147,0,115.139,45.3517,0,30.6159,140,88.7865,0,0,0,0,55.4625,99.159,0,102.861,0,0,82.3732,21.0038,180.092,91.7681,86.6252,52,96.3586,0,0,0,96.5918,17.272
16.0755,18.7983,0,75.6106,15.4984,23.1691,9.781,17.7677,4.1175,24.4333,44.1267,53.2648,31.4895,17.0247,9.3893,114.488,0,111.32,0,34.6589,11.7988,93.241,0,166.003,105.482,0,111.732,44.4774,0,38.1492,140,85.0775,0,0,0,0,53.7345,101.962,0,102.343,0,0,80.8079,14.9958,175.296,88.3553,84.0915,52,92.9855,0,0,0,94.1565,19.6925
15.3894,22.7028,0,76.5927,14.8172,19.932,11.4898,20.5808,5.2316,22.7568,37.1235,52.0447,32.2963,15.9411,14.4521,115.072,0,112.884,0,34.8846,11.8536,95.1934,0,168.086,105.523,0,111.723,45.1401,0,35.9898,140,85.7147,0,0,0,0,54.6183,108.254,0,107.605,0,0,80.8689,16.1168,178.427,89.864,85.7061,52,95.2372,0,0,0,95.7208,16.7695
17.0031,19.7278,0,77.0368,15.5681,16.2679,11.8088,21.1147,5.9795,22.9767,36.0948,53.3551,33.7186,20.5827,10.1461,116.563,0,116.595,0,37.2884,12.0631,96.0291,0,169.902,107.924,0,114.211,45.7082,0,37.415,140,86.6445,0,0,0,0,55.3541,116.358,0,113.938,0,0,82.247,19.3676,180.098,90.8219,86.8663,52,95.8261,0,0,0,97.8594,15.2609
19.878,22.6361,0,76.3611,15.5376,16.8843,8.0132,23.2142,4.9901,25.6356,36.2656,51.0073,36.2499,23.8758,10.1333,115.166,0,110.61,0,29.7738,11.7812,95.4543,0,168.374,106.755,0,112.86,45.3149,0,37.6064,140,86.1861,0,0,0,0,53.4017,116.646,0,112.091,0,0,82.0208,17.2357,182.618,89.5639,93.2362,52,92.7211,0,0,0,95.5568,14.1557
18.8994,20.566,0,76.685,12.594,19.9565,7.8896,24.4382,4.3521,27.4849,33.056,51.2055,36.4453,23.4723,10.7164,115.442,0,122.186,0,30.6248,11.9338,95.6203,0,168.588,105.959,0,112.017,45.5314,0,38.427,140,86.1779,0,0,0,0,56,115.034,0,109.394,0,0,80.3824,18.5058,195.423,90.2318,100.523,52,93.0671,0,0,0,95.6375,13.3616
24.2026,17.5468,0,76.135,12.0768,21.0489,8.7415,23.0189,5.1746,28.6617,35.6787,50.9062,38.64,20.942,10.6771,114.229,0,135.38,0,30.1203,12.1556,93.5245,0,169.889,104.768,0,110.197,45.2116,0,38.32,140,85.5742,0,0,0,0,54.3698,117.84,0,104.608,0,0,80.1495,14.2911,201.152,88.4389,102.144,52,95.7687,0,0,0,94.8368,14.6651
25.7201,15.0852,0,76.8368,13.1623,24.3626,4.1401,19.2734,5.3729,29.0681,38.2866,50.968,36.9645,25.0997,15.2766,114.899,0,127.645,0,34.6294,12.1543,94.4188,0,174.336,105.013,0,111.305,45.3178,0,38.477,140,86.7416,0,0,0,0,54.4689,111.67,0,98.0809,0,0,80.8523,18.5274,200.743,88.9824,102.054,52,101.312,0,0,0,94.6784,18.9789
25.2411,15.7467,0,76.6985,8.1408,22.4113,5.0313,21.5564,6.221,25.5139,46.291,48.1157,42.8321,21.5191,15.6319,115.438,0,128.535,0,34.3359,12.0519,95.4113,0,175.377,105.931,0,112.851,45.6497,0,37.5475,140,87.234,0,0,0,0,55.133,108.197,0,91.311,0,0,80.3996,17.1375,194.703,89.8718,103.183,52,104.438,0,0,0,96.193,17.2249
21.8695,18.8376,0,76.6677,10.8508,26.9352,6.2386,20.9145,5.4387,27.05,46.3528,45.7521,47.6112,21.2659,18.7178,115.059,0,123.722,0,31.2942,12.0546,94.2558,0,174.043,104.543,0,111.784,45.625,0,34.6412,140,85.315,0,0,0,0,54.071,111.694,0,95.5731,0,0,78.9886,18.2369,199.663,88.689,102.527,52,103.994,0,0,0,95.2049,15.8125
22.6871,17.1699,0,76.472,11.374,25.2636,5.7822,19.0201,5.9618,25.5395,35.8357,44.9885,49.3455,19.1251,20.3403,115.029,0,133.988,0,36.0958,12.1711,94.6728,0,176.277,103.841,0,112.669,45.3519,0,33.2288,140,85.4217,0,0,0,0,55.0227,109.455,0,92.8811,0,0,81.2228,18.0435,201.876,89.2596,102.221,52,106.005,0,0,0,94.9738,18.3645
21.5878,15.6054,0,75.393,15.1519,20.779,4.5955,18.7031,5.2777,22.8118,40.6619,48.0617,45.2663,15.3404,17.7971,114.36,0,133.206,0,36.5081,11.983,93.9653,0,173.388,104.642,0,110.434,45.4042,0,35.3077,140,85.1087,0,0,0,0,54.4236,110.413,0,93.5736,0,0,78.856,17.1856,200.41,88.8192,101.837,52,102.92,0,0,0,94.2749,15.678
20.6151,15.1656,0,76.9099,16.0304,20.6809,6.3181,19.2194,5.2689,21.6182,34.3664,52.404,51.5707,13.924,22.0432,115.115,0,139.433,0,33.8658,12.6548,95.7504,0,178.884,105.015,0,115.152,46.5473,0,36.1145,140,89.4953,0,0,0,0,55.3105,113.963,0,92.9807,0,0,81.6144,16.0206,205.651,89.2352,105.319,52,108.178,0,0,0,95.0188,18.1574
16.8529,14.9487,0,76.7196,17.2386,17.9826,5.0294,20.2382,4.6004,18.9328,34.4783,54.8617,49.0462,13.0014,21.525,115.839,0,140.164,0,33.1709,12.1511,98.3819,0,178.543,105.813,0,114.805,46.183,0,33.642,140,95.3288,0,0,0,0,55.6624,110.796,0,94.4823,0,0,79.7096,15.7222,203.999,90.4237,108.609,52,104.725,0,0,0,101.458,15.1058
16.5732,15.5347,0,75.5787,17.4614,17.9836,10.2177,24.0004,4.4562,18.5343,30.5649,58.9076,47.6396,16.0637,19.0162,114.965,0,134.089,0,30.1065,12.059,100.098,0,173.168,104.917,0,116.551,46.2347,0,32.846,140,95.2855,0,0,0,0,54.6341,105.533,0,93.7261,0,0,79.8516,17.7363,201.47,89.5352,107.485,52,104.11,0,0,0,100.033,21.2148
12.9601,15.518,0,77.0363,15.4444,16.3906,7.2398,24.8131,3.1704,15.1058,32.8813,58.9184,40.4342,14.5473,18.55,116.127,0,143.194,0,26.8351,12.202,101.603,0,178.108,106.108,0,121.841,47.3852,0,34.4645,140,96.7158,0,0,0,0,55.4908,101.713,0,101.571,0,0,81.8063,19.3087,205.685,91.0927,109.411,52,105.284,0,0,0,101.822,12.9758
11.9963,14.6386,0,75.6006,16.3808,18.76,8.4638,23.223,3.6012,18.4155,32.686,61.5882,41.4334,18.2162,18.6422,114.775,0,138.941,0,25.1851,11.7091,99.2143,0,173.797,104.381,0,122.347,46.5429,0,38.1286,140,95.3484,0,0,0,0,55.3597,99.2168,0,99.4983,0,0,79.4505,22.3544,208.947,88.896,107.047,52,104.589,0,0,0,99.4359,14.6121
13.9868,13.553,0,76.1217,13.5923,17.8972,5.4014,19.2616,3.5374,17.7206,37.3394,61.7334,45.602,16.9844,18.8523,114.32,0,140.859,0,23.6323,11.651,99.2346,0,176.345,104.011,0,119.109,46.7486,0,36.0703,140,95.1442,0,0,0,0,53.9307,103.448,0,99.3714,0,0,79.2353,17.3711,214.536,88.6121,107.012,52,104.596,0,0,0,100.097,14.9369
8.6807,14.0457,0,76.5743,12.2063,13.8249,2.979,20.6347,3.2548,15.943,37.6624,59.1687,45.6579,19.4824,20.7339,114.873,0,148.257,0,22.3927,11.608,99.687,0,177.857,104.534,0,121.254,48.1955,0,32.0715,140,95.842,0,0,0,0,54.0718,104.103,0,99.8237,0,0,80.2997,19.875,213.432,89.143,107.285,52,104.659,0,0,0,100.204,11.1757
8.4824,14.2057,0,77.8921,12.3624,13.603,0.6488,15.7251,3.1978,16.6536,39.4419,61.2515,52.1449,18.4283,23.1376,116.201,0,153.428,0,26.6074,11.5479,100.745,0,179.037,105.529,0,121.847,49.7275,0,32.6104,140,96.9852,0,0,0,0,53.9756,103.054,0,101.234,0,0,80.8124,21.0931,216.455,98.7878,108.004,52,105.43,0,0,0,101.541,7.8022
11.2434,15.8841,0,77.4079,12.8384,15.0302,0.8539,15.5278,4.0498,18.4283,38.9825,56.2447,58.3864,20.6171,20.9115,115.467,0,147.998,0,29.8405,10.0046,100.212,0,177.814,105.112,0,121.164,49.7264,0,26.9843,140,96.2512,0,0,0,0,55.0655,110.704,0,100.938,0,0,80.3706,18.2869,215.826,100.741,108.096,52,105.223,0,0,0,100.886,8.2557
10.7743,12.5283,0,78.0019,11.9119,17.2681,1.5243,19.132,3.0035,13.8003,37.9225,58.513,52.9232,24.0515,20.8369,116.227,0,139.257,0,27.3965,8.6678,103.503,0,180.891,106.106,0,122.695,50.9178,0,27.4309,140,96.5094,0,0,0,0,55.2772,112.215,0,102.522,0,0,81.9299,17.062,217.357,102.452,108.739,52,106.941,0,0,0,101.725,12.438
10.7694,13.1221,0,77.747,10.259,18.6373,3.6356,16.3719,3.8398,17.6273,38.7901,57.8986,58.3305,23.0042,19.0496,113.979,0,138.548,0,30.1517,8.8329,103.678,0,176.091,105.519,0,119.944,51.2115,0,28.325,140,95.3219,0,0,0,0,54.1213,110.071,0,101.503,0,0,81.5262,15.4022,212.747,100.498,107.292,52,104.337,0,0,0,100.309,10.1697
12.3575,14.3323,0,77.4033,12.0404,16.6242,1.3938,19.0211,1.913,19.5315,41.1949,57.1193,66.0011,24.4774,17.3574,114.088,0,137.889,0,31.782,10.1616,104.228,0,175.73,104.758,0,119.57,52.3428,0,27.0814,140,95.2617,0,0,0,0,54.0176,109.857,0,102.001,0,0,79.0673,17.6725,212.34,100.045,106.424,52,102.724,0,0,0,99.4574,10.1991
11.2866,14.3235,0,76.7545,13.2713,13.235,2.3861,16.583,2.9888,16.636,49.9737,60.0364,66.0698,28.4134,19.6002,113.615,0,133.451,0,30.1615,10.3386,103.592,0,174.91,103.605,0,118.362,53.2301,0,29.6904,140,94.8353,0,0,0,0,53.3251,108.857,0,100.382,0,0,78.345,17.5949,210.647,99.8671,105.89,52,105.519,0,0,0,98.938,12.1092
16.2277,13.8543,0,75.7067,11.6056,14.138,3.9575,14.9733,3.7347,16.0628,55.9247,60.8805,73.1683,26.1755,22.7951,111.881,0,129.647,0,30.9359,9.874,101.948,0,172.133,102.53,0,116.82,53.58,0,29.5961,140,93.3604,0,0,0,0,52.1808,108.052,0,98.4422,0,0,77.6143,20.0625,208.36,98.37,104.3,52,100.019,0,0,0,98.2238,14.4786
18.4616,12.8875,0,75.9408,8.7405,15.1588,4.6162,15.2461,3.8643,18.4341,55.8354,62.7817,72.917,30.666,19.9329,112.937,0,130.723,0,32.0421,9.5991,103.128,0,174.299,103.538,0,117.993,53.7811,0,31.1901,140,94.3355,0,0,0,0,52.9467,108.654,0,98.8511,0,0,77.3848,21.2138,211.733,97.8787,105.617,52,103.217,0,0,0,98.9536,15.2864
14.4305,14.242,0,74.3982,15.0989,12.5106,2.7944,17.5508,5.2208,18.706,58.884,64,74.7181,32.048,17.4997,110.752,0,128.479,0,30.8986,9.7638,100.922,0,183.846,101.484,0,117.219,52.6447,0,26.2069,140,91.7337,0,0,0,0,51.8868,106.239,0,101.767,0,0,77.0305,19.6424,213.148,95.8764,104.139,52,104.265,0,0,0,96.271,15.2177
17.6568,15.2658,0,74.6451,20.0841,13.2438,3.6533,18.7306,6.007,17.1935,61.7805,64,71.1856,36.2382,17.3142,110.83,0,125.22,0,29.6344,9.2089,101.426,0,184.332,101.434,0,116.355,52.2804,0,27.8451,140,91.6867,0,0,0,0,52.4837,107.328,0,101.531,0,0,78.3295,21.0656,219.259,96.1499,103.353,52,100.721,0,0,0,98.8638,18.5932
19.9408,14.3029,0,75.4957,21.2237,12.4468,3.2469,19.3637,7.7148,18.4214,65.0863,64,78.7228,33.3014,15.4827,112.438,0,131.678,0,24.5805,9.2945,102.685,0,187.674,101.988,0,119.106,54,0,28.4978,140,93.3412,0,0,0,0,52.8862,107.449,0,101.944,0,0,83.679,16.7145,222.096,97.8858,105.505,52,99.7307,0,0,0,97.9748,18.6363
18.5686,14.031,0,74.8581,19.0005,12.2888,6.1415,20.5533,10.4033,17.3937,62.1103,64,79.9968,28.9336,20.0468,111.804,0,137.091,0,25.7191,9.7101,101.096,0,186.747,101.832,0,117.789,53.6684,0,34.6235,140,92.9721,0,0,0,0,53.2827,108.026,0,101.333,0,0,84.3222,14.2352,220.341,97.2085,102.947,52,103.717,0,0,0,98.338,19.6395
17.0659,13.8955,0,74.1575,23.6824,12.1357,6.911,18.9897,9.5827,16.4986,70.3915,64,73.1055,29.5735,27.5555,111.435,0,131.236,0,25.2097,9.9891,101.332,0,184.469,101.332,0,116.592,52.6423,0,42.4827,140,91.748,0,0,0,0,52.2835,107.404,0,100.463,0,0,87.1788,22.5644,218.421,96.5894,103.648,52,97.8755,0,0,0,96.9868,19.0123
14.0104,13.0465,0,73.5036,26.5102,9.9989,8.6944,23.2584,8.983,15.1323,72.6098,64,62.3263,31.6878,30.1536,111.058,0,128.79,0,24.8102,9.8182,101.352,0,182.688,100.467,0,116.703,53.2951,0,39.5037,140,91.7783,0,0,0,0,51.1239,104.868,0,100.631,0,0,85.6862,16.0127,216.625,96.3785,104.34,52,101.154,0,0,0,96.8312,19.5698
12.2976,11.9737,0,74.7523,27.5025,14.5718,10.0077,22.7342,8.4824,15.7722,75.8695,64,47.3442,26.5926,30.4638,113.426,0,142.353,0,25.1135,10.2283,102.861,0,186.759,103.333,0,118.785,53.1911,0,40.5039,140,93.3851,0,0,0,0,52.6446,105.104,0,103.405,0,0,86.6865,20.4227,221.329,98.5576,106.408,52,98.7871,0,0,0,95.4767,20.356
10.5377,13.924,0,75.082,26.7036,18.1446,11.7853,27.5555,8.3901,14.3421,72.8355,64,34.6726,22.8717,28.4733,113.449,0,154.743,0,26.6054,10.7535,104.805,0,187.221,103.082,0,119.623,54,0,38.0422,140,94.2048,0,0,0,0,54.0136,111.903,0,104.038,0,0,88.836,18.5981,225.661,98.9655,109.953,52,101.624,0,0,0,101.197,20.9861
8.6797,14.776,0,75.4885,25.0978,19.1654,11.96,28.4526,7.3232,16.1256,63.882,62.0348,28.0855,23.5067,29.0877,114.285,0,151.92,0,25.191,11.3316,104.54,0,192.639,104.833,0,121.651,54,0,34.6716,140,95.2781,0,0,0,0,52.4426,112.23,0,105.154,0,0,89.091,19.4952,231.903,99.5954,109.674,52,101.639,0,0,0,103.741,19.6925
7.2594,15.2383,0,76.2084,16.0942,14.9536,13.976,31.1401,9.2392,13.3616,54.3386,57.4373,26.3688,21.6506,27.2935,115.537,0,158.692,0,28.9041,11.7303,106.431,0,203.014,105.8,0,123.115,54,0,36.5895,140,96.8188,0,0,0,0,55.1954,111.791,0,108.198,0,0,90.8199,19.348,242.741,102.303,104.549,52,106.571,0,0,0,98.0108,15.838
9.6858,12.4507,0,77.8232,15.8243,11.3681,9.3393,29.7924,6.7451,14.5718,45.2035,45.9249,24.3881,25.721,25.2578,117.193,0,165.578,0,29.4626,12.0056,108.793,0,207.245,108.385,0,124.612,54,0,42.3884,140,99.1552,0,0,0,0,55.6677,113.489,0,110.381,0,0,93.9136,20.3717,247.714,104.142,102.979,52,110.84,0,0,0,102.079,13.8367
8.4863,9.8153,0,79.7675,12.2299,14.4531,8.5266,29.0818,7.7237,11.6253,37.9274,41.3107,21.417,21.31,24.7032,120.447,0,165.747,0,35.1222,12.3256,111.554,0,213.51,111.635,0,126.487,54,0,39.9022,140,101.426,0,0,0,0,56,116.581,0,113.931,0,0,96.3483,17.0374,254.491,107.716,112.233,52,116.155,0,0,0,110.096,10.0813
8.6483,6.8501,0,80,8.8466,13.3037,7.9386,28.8884,7.3419,10.0116,36.7348,30.0064,21.0028,16.6389,21.6909,123.451,0,173.748,0,36.0163,12.9061,109.513,0,218.269,114.293,0,126.149,54,0,43.3798,140,103.326,0,0,0,0,56,118.177,0,116.282,0,0,98.1302,22.3603,255.826,111.975,116.464,52,120.22,0,0,0,109.454,9.7623
7.9318,5.3935,0,80,10.4013,13.2085,6.5871,20.9115,6.429,9.6956,31.8458,24.3754,18.5784,16.0991,23.3428,123.642,0,180.165,0.0001,38.213,13.2024,117.063,0,221.201,114.586,0,128.032,54.0001,0,43.103,140,102.923,0,0,0,0,56,122.763,0,116.244,0,0,100.055,23.2348,264.557,115.093,119.857,52,122.144,0,0,0,115.221,8.8888
7.4528,7.3055,0,80,10.6859,15.4856,6.4565,15.36,5.5574,9.9184,33.8668,23.9985,19.1762,12.277,16.3985,120.968,0,174.971,0.0002,35.0525,13.8361,125.718,0,224.023,114.428,0,130.455,54.0001,0,44.0776,140,105.678,0,0,0,0,56,125.293,0,118.374,0,0,114.974,30.6415,269.954,120.996,122.385,52,126.589,0,0,0,118.964,9.9449
7.7767,8.9261,0,80,11.1473,17.8069,8.2331,13.1859,4.7202,10.2403,28.1788,25.5257,16.8657,12.4782,13.9593,124,0,168.784,0.0002,35.9908,14.805,128.82,0,224.61,117.702,0,133.964,54.0002,0,45.4871,140,104.006,0,0,0,0,56,125.883,0,118.039,0,0,117.872,22.2857,271.821,118.025,121.497,52,125.766,0,0,0,116.925,9.8978
7.0101,10.1579,0,80,12.2309,15.2177,9.8399,9.5758,4.9852,8.9457,27,25.0497,14.9311,12.7059,12.0817,124,0,169.297,0.0002,36.9223,15.3967,133.857,0,225.122,119.802,0,131.857,54.0002,0,42.0547,140,101.666,0,0,0,0,56,127.201,0,114.317,0,0,120.844,27.32,272.606,119.45,130.954,52,123.711,0,0,0,116.009,9.0949
6.9728,9.3138,0,80,10.6791,13.2212,9.7398,6.4418,4.3806,7.2604,21.9333,27.3504,11.797,13.073,10.7321,124,0,164.417,0.0002,36.1655,14.8268,131.594,0,223.822,119.368,0,132.23,54.0002,0,47.143,140,102.35,0,0,0,0,56,126.753,0,113.712,0,0,120.952,30.6415,271.637,118.042,135.809,52,123.261,0,0,0,118.382,6.9728
5.3651,8.4569,0,80,8.7798,12.7678,8.9006,5.7881,4.6603,6.433,13.3017,29.871,10.3934,16.3847,7.3713,124,0,161.872,0.0002,36.7466,15.4982,131.541,0,225.925,119.958,0,132.024,54.0003,0,43.0745,140,105.3,0,0,0,0,56,129.047,0,114.028,0,0,122.074,28.4625,273.836,122.445,139.623,52,124.854,0,0,0,126.862,7.9445
3.4776,8.821,0,80,9.035,11.7264,6.2485,4.4257,3.4138,7.7757,8.4274,24.6796,8.1997,20.7771,7.1622,124.001,0,160.914,0.0003,33.8835,16.0917,133.771,0,229.711,119.262,0,134.873,54.0004,0,40.9907,140,107.69,0,0,0,0,56,130.779,0,117.81,0,0,124.779,29.4136,272.853,126.75,140,52,127.03,0,0,0,127.224,9.1606
2.3841,10.3993,0,80,8.6247,11.8333,1.335,4.2176,3.4226,7.2516,7.7472,21.473,7.7325,23.1229,5.8705,124.001,0,166.648,0.0003,36.5787,17.07,132.892,0,232.266,119.893,0,137.956,54.0004,0,37.1765,140,110.266,0,0,0,0,56,132.427,0,118.399,0,0,125.289,33.0914,275.516,132.883,139.043,52,129.329,0,0,0,130.547,9.458
1.8168,11.3014,0,80,8.8858,10.5269,1.8748,5.0009,5.2326,5.5663,6.7402,12.8237,7.3311,19.6542,6.9885,124.001,0,163.771,0.0003,37.4425,16.7865,131.644,0,232.288,120,0,137.726,54.0004,0,35.982,140,109.165,0,0,0,0,56,133.483,0,117.783,0,0,125.391,33.1031,273.592,133.745,138.71,52,126.489,0,0,0,131.74,8.0741
1.4173,11.5997,0,80,8.5256,8.7778,5.4093,5.526,7.759,4.8733,7.0425,9.7447,8.2017,17.9306,6.4016,124.002,0,162.594,0.0003,36.2882,17.6765,134.39,0,235.479,119.422,0,140,54.0004,0,43.1108,140,112.656,0,0,0,0,56,136.762,0,121.664,0,0,127.716,26.0921,275.417,135.608,139.89,52,130.776,0,0,0,133.496,8.0868
0.5899,12.5636,0,80,7.3674,8.0319,8.349,4.4267,10.3503,4.5631,6.5714,10.2089,8.8102,16.2581,6.9453,124.001,0,154.514,0.0003,33.7313,16.78,132.687,0,232.243,119.492,0,140,54.0004,0,42.4228,140,109.903,0,0,0,0,56,134.029,0,118.059,0,0,128,29.1358,273.41,133.502,138.885,52,129.976,0,0,0,129.512,7.2133
0.6812,12.066,0,79.9845,10.2148,10.4926,7.2349,5.0804,9.8497,6.8904,7.2054,8.1438,11.004,16.0284,3.8928,124.001,0,159.948,0.0003,32.4838,16.7215,131.428,0,231.146,120,0,140,54.0004,0,45.9956,140,108.663,0,0,0,0,56,132.541,0,116.333,0,0,126.404,30.0251,275.641,130.828,140,52,130.047,0,0,0,128.681,7.9347
0.3504,12.9317,0,80,12.913,8.3587,6.4693,4.3168,9.3246,7.9131,8.5531,6.4722,13.926,17.06,4.3305,124.001,0,161.209,0.0003,26.7369,17.4371,133.62,0,236.61,119.872,0,140,54.0004,0,45.1151,140,113.401,0,0,0,0,56,133.221,0,120.789,0,0,124.704,25.6975,279.334,132.151,140,52,130.969,0,0,0,131.614,7.4086
